age,sex,province,education,n
56,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,3
56,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,2
56,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,3
56,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",1
56,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
56,Male,Nova Scotia,High school diploma or a high school equivalency certificate,5
56,Male,Nova Scotia,Less than high school diploma or its equivalent,4
56,Male,Nova Scotia,"University certificate, diploma or degree above the bach...",3
56,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",13
56,Male,Ontario,"College, CEGEP or other non-university certificate or di...",9
56,Male,Ontario,High school diploma or a high school equivalency certificate,14
56,Male,Ontario,Less than high school diploma or its equivalent,4
56,Male,Ontario,University certificate or diploma below the bachelor's level,6
56,Male,Ontario,"University certificate, diploma or degree above the bach...",5
56,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
56,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,3
56,Male,Prince Edward Island,Less than high school diploma or its equivalent,1
56,Male,Prince Edward Island,University certificate or diploma below the bachelor's level,2
56,Male,Prince Edward Island,"University certificate, diploma or degree above the bach...",1
56,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
56,Male,Quebec,"College, CEGEP or other non-university certificate or di...",9
56,Male,Quebec,High school diploma or a high school equivalency certificate,10
56,Male,Quebec,Less than high school diploma or its equivalent,9
56,Male,Quebec,University certificate or diploma below the bachelor's level,4
56,Male,Quebec,"University certificate, diploma or degree above the bach...",1
56,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
56,Male,Saskatchewan,"College, CEGEP or other non-university certificate or di...",2
56,Male,Saskatchewan,High school diploma or a high school equivalency certificate,3
56,Male,Saskatchewan,University certificate or diploma below the bachelor's level,1
56,Male,Saskatchewan,"University certificate, diploma or degree above the bach...",1
57,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
57,Female,Alberta,"College, CEGEP or other non-university certificate or di...",1
57,Female,Alberta,High school diploma or a high school equivalency certificate,6
57,Female,Alberta,University certificate or diploma below the bachelor's level,3
57,Female,Alberta,"University certificate, diploma or degree above the bach...",1
57,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",6
57,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",8
57,Female,British Columbia,High school diploma or a high school equivalency certificate,8
57,Female,British Columbia,Less than high school diploma or its equivalent,1
57,Female,British Columbia,University certificate or diploma below the bachelor's level,3
57,Female,British Columbia,"University certificate, diploma or degree above the bach...",2
57,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
57,Female,Manitoba,High school diploma or a high school equivalency certificate,3
57,Female,Manitoba,University certificate or diploma below the bachelor's level,2
57,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
57,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",6
57,Female,New Brunswick,High school diploma or a high school equivalency certificate,5
57,Female,New Brunswick,Less than high school diploma or its equivalent,2
57,Female,New Brunswick,University certificate or diploma below the bachelor's level,2
57,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
57,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",6
57,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,1
57,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,2
57,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
57,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",4
57,Female,Nova Scotia,High school diploma or a high school equivalency certificate,6
57,Female,Nova Scotia,University certificate or diploma below the bachelor's level,2
57,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",12
57,Female,Ontario,"College, CEGEP or other non-university certificate or di...",17
57,Female,Ontario,High school diploma or a high school equivalency certificate,10
57,Female,Ontario,Less than high school diploma or its equivalent,4
57,Female,Ontario,University certificate or diploma below the bachelor's level,2
57,Female,Ontario,"University certificate, diploma or degree above the bach...",3
57,Female,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
57,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",4
57,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,4
57,Female,Prince Edward Island,"University certificate, diploma or degree above the bach...",2
57,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",6
57,Female,Quebec,"College, CEGEP or other non-university certificate or di...",5
57,Female,Quebec,High school diploma or a high school equivalency certificate,10
57,Female,Quebec,Less than high school diploma or its equivalent,8
57,Female,Quebec,University certificate or diploma below the bachelor's level,6
57,Female,Quebec,"University certificate, diploma or degree above the bach...",2
57,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",1
57,Female,Saskatchewan,High school diploma or a high school equivalency certificate,3
57,Female,Saskatchewan,Less than high school diploma or its equivalent,2
57,Female,Saskatchewan,University certificate or diploma below the bachelor's level,3
57,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
57,Male,Alberta,"College, CEGEP or other non-university certificate or di...",2
57,Male,Alberta,High school diploma or a high school equivalency certificate,4
57,Male,Alberta,Less than high school diploma or its equivalent,2
57,Male,Alberta,University certificate or diploma below the bachelor's level,5
57,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
57,Male,British Columbia,High school diploma or a high school equivalency certificate,7
57,Male,British Columbia,Less than high school diploma or its equivalent,6
57,Male,British Columbia,University certificate or diploma below the bachelor's level,3
57,Male,British Columbia,"University certificate, diploma or degree above the bach...",2
57,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
57,Male,Manitoba,High school diploma or a high school equivalency certificate,4
57,Male,Manitoba,Less than high school diploma or its equivalent,1
57,Male,Manitoba,University certificate or diploma below the bachelor's level,1
57,Male,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
57,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",2
57,Male,New Brunswick,High school diploma or a high school equivalency certificate,5
57,Male,New Brunswick,University certificate or diploma below the bachelor's level,1
57,Male,New Brunswick,"University certificate, diploma or degree above the bach...",1
57,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",4
57,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
57,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,3
57,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,4
57,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",1
57,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
57,Male,Nova Scotia,"College, CEGEP or other non-university certificate or di...",2
57,Male,Nova Scotia,High school diploma or a high school equivalency certificate,4
57,Male,Nova Scotia,Less than high school diploma or its equivalent,3
57,Male,Nova Scotia,University certificate or diploma below the bachelor's level,5
57,Male,Nova Scotia,"University certificate, diploma or degree above the bach...",2
57,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",8
57,Male,Ontario,"College, CEGEP or other non-university certificate or di...",9
57,Male,Ontario,High school diploma or a high school equivalency certificate,13
57,Male,Ontario,Less than high school diploma or its equivalent,3
57,Male,Ontario,University certificate or diploma below the bachelor's level,5
57,Male,Ontario,"University certificate, diploma or degree above the bach...",7
57,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
57,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,1
57,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
57,Male,Quebec,"College, CEGEP or other non-university certificate or di...",4
57,Male,Quebec,High school diploma or a high school equivalency certificate,9
57,Male,Quebec,Less than high school diploma or its equivalent,4
57,Male,Quebec,University certificate or diploma below the bachelor's level,6
57,Male,Quebec,"University certificate, diploma or degree above the bach...",5
57,Male,Saskatchewan,High school diploma or a high school equivalency certificate,4
57,Male,Saskatchewan,Less than high school diploma or its equivalent,3
57,Male,Saskatchewan,University certificate or diploma below the bachelor's level,1
58,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
58,Female,Alberta,"College, CEGEP or other non-university certificate or di...",5
58,Female,Alberta,High school diploma or a high school equivalency certificate,5
58,Female,Alberta,University certificate or diploma below the bachelor's level,4
58,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",7
58,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",14
58,Female,British Columbia,High school diploma or a high school equivalency certificate,5
58,Female,British Columbia,University certificate or diploma below the bachelor's level,1
58,Female,British Columbia,"University certificate, diploma or degree above the bach...",2
58,Female,Manitoba,"College, CEGEP or other non-university certificate or di...",2
58,Female,Manitoba,High school diploma or a high school equivalency certificate,5
58,Female,Manitoba,Less than high school diploma or its equivalent,1
58,Female,Manitoba,University certificate or diploma below the bachelor's level,1
58,Female,Manitoba,"University certificate, diploma or degree above the bach...",1
58,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
58,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",3
58,Female,New Brunswick,High school diploma or a high school equivalency certificate,7
58,Female,New Brunswick,University certificate or diploma below the bachelor's level,2
58,Female,New Brunswick,"University certificate, diploma or degree above the bach...",1
58,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
58,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",8
58,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
58,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,4
58,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,4
58,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",2
58,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",7
58,Female,Nova Scotia,High school diploma or a high school equivalency certificate,2
58,Female,Nova Scotia,Less than high school diploma or its equivalent,5
58,Female,Nova Scotia,University certificate or diploma below the bachelor's level,1
58,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",3
58,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",16
58,Female,Ontario,"College, CEGEP or other non-university certificate or di...",23
58,Female,Ontario,High school diploma or a high school equivalency certificate,13
58,Female,Ontario,Less than high school diploma or its equivalent,5
58,Female,Ontario,University certificate or diploma below the bachelor's level,2
58,Female,Ontario,"University certificate, diploma or degree above the bach...",4
58,Female,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
58,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
58,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,6
58,Female,Prince Edward Island,"University certificate, diploma or degree above the bach...",1
58,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
58,Female,Quebec,"College, CEGEP or other non-university certificate or di...",12
58,Female,Quebec,High school diploma or a high school equivalency certificate,16
58,Female,Quebec,Less than high school diploma or its equivalent,4
58,Female,Quebec,University certificate or diploma below the bachelor's level,5
58,Female,Quebec,"University certificate, diploma or degree above the bach...",4
58,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
58,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",8
58,Female,Saskatchewan,High school diploma or a high school equivalency certificate,7
58,Female,Saskatchewan,Less than high school diploma or its equivalent,2
58,Female,Saskatchewan,University certificate or diploma below the bachelor's level,1
58,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
58,Male,Alberta,"College, CEGEP or other non-university certificate or di...",2
58,Male,Alberta,High school diploma or a high school equivalency certificate,4
58,Male,Alberta,Less than high school diploma or its equivalent,2
58,Male,Alberta,University certificate or diploma below the bachelor's level,5
58,Male,Alberta,"University certificate, diploma or degree above the bach...",2
58,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
58,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",4
58,Male,British Columbia,High school diploma or a high school equivalency certificate,5
58,Male,British Columbia,Less than high school diploma or its equivalent,4
58,Male,British Columbia,University certificate or diploma below the bachelor's level,2
58,Male,British Columbia,"University certificate, diploma or degree above the bach...",2
58,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
58,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",1
58,Male,Manitoba,High school diploma or a high school equivalency certificate,3
58,Male,Manitoba,Less than high school diploma or its equivalent,6
58,Male,Manitoba,University certificate or diploma below the bachelor's level,2
58,Male,Manitoba,"University certificate, diploma or degree above the bach...",1
58,Male,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
58,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",1
58,Male,New Brunswick,High school diploma or a high school equivalency certificate,3
58,Male,New Brunswick,Less than high school diploma or its equivalent,2
58,Male,New Brunswick,University certificate or diploma below the bachelor's level,2
58,Male,New Brunswick,"University certificate, diploma or degree above the bach...",1
58,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,4
58,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,4
58,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,2
58,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",1
58,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
58,Male,Nova Scotia,"College, CEGEP or other non-university certificate or di...",1
58,Male,Nova Scotia,High school diploma or a high school equivalency certificate,3
58,Male,Nova Scotia,Less than high school diploma or its equivalent,3
58,Male,Nova Scotia,University certificate or diploma below the bachelor's level,4
58,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",12
58,Male,Ontario,"College, CEGEP or other non-university certificate or di...",14
58,Male,Ontario,High school diploma or a high school equivalency certificate,22
58,Male,Ontario,Less than high school diploma or its equivalent,7
58,Male,Ontario,University certificate or diploma below the bachelor's level,7
58,Male,Ontario,"University certificate, diploma or degree above the bach...",5
58,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
58,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,2
58,Male,Prince Edward Island,Less than high school diploma or its equivalent,1
58,Male,Prince Edward Island,University certificate or diploma below the bachelor's level,1
58,Male,Prince Edward Island,"University certificate, diploma or degree above the bach...",2
58,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",7
58,Male,Quebec,"College, CEGEP or other non-university certificate or di...",8
58,Male,Quebec,High school diploma or a high school equivalency certificate,5
58,Male,Quebec,Less than high school diploma or its equivalent,5
58,Male,Quebec,University certificate or diploma below the bachelor's level,5
58,Male,Quebec,"University certificate, diploma or degree above the bach...",4
58,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
58,Male,Saskatchewan,"College, CEGEP or other non-university certificate or di...",2
58,Male,Saskatchewan,High school diploma or a high school equivalency certificate,3
58,Male,Saskatchewan,Less than high school diploma or its equivalent,2
58,Male,Saskatchewan,University certificate or diploma below the bachelor's level,3
59,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
59,Female,Alberta,"College, CEGEP or other non-university certificate or di...",7
59,Female,Alberta,High school diploma or a high school equivalency certificate,4
59,Female,Alberta,Less than high school diploma or its equivalent,2
59,Female,Alberta,"University certificate, diploma or degree above the bach...",1
59,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
59,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",8
59,Female,British Columbia,High school diploma or a high school equivalency certificate,7
59,Female,British Columbia,University certificate or diploma below the bachelor's level,3
59,Female,British Columbia,"University certificate, diploma or degree above the bach...",3
59,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
59,Female,Manitoba,"College, CEGEP or other non-university certificate or di...",3
59,Female,Manitoba,High school diploma or a high school equivalency certificate,3
59,Female,Manitoba,Less than high school diploma or its equivalent,2
59,Female,Manitoba,University certificate or diploma below the bachelor's level,1
59,Female,Manitoba,"University certificate, diploma or degree above the bach...",1
59,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
59,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",3
59,Female,New Brunswick,High school diploma or a high school equivalency certificate,5
59,Female,New Brunswick,University certificate or diploma below the bachelor's level,1
59,Female,New Brunswick,"University certificate, diploma or degree above the bach...",2
59,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
59,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",2
59,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,3
59,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,2
59,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,2
59,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",1
59,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
59,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",8
59,Female,Nova Scotia,High school diploma or a high school equivalency certificate,5
59,Female,Nova Scotia,Less than high school diploma or its equivalent,2
59,Female,Nova Scotia,University certificate or diploma below the bachelor's level,4
59,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",11
59,Female,Ontario,"College, CEGEP or other non-university certificate or di...",20
59,Female,Ontario,High school diploma or a high school equivalency certificate,8
59,Female,Ontario,Less than high school diploma or its equivalent,6
59,Female,Ontario,University certificate or diploma below the bachelor's level,1
59,Female,Ontario,"University certificate, diploma or degree above the bach...",5
59,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",4
59,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,2
59,Female,Prince Edward Island,University certificate or diploma below the bachelor's level,1
59,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",6
59,Female,Quebec,"College, CEGEP or other non-university certificate or di...",7
59,Female,Quebec,High school diploma or a high school equivalency certificate,12
59,Female,Quebec,Less than high school diploma or its equivalent,2
59,Female,Quebec,University certificate or diploma below the bachelor's level,5
59,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",3
59,Female,Saskatchewan,High school diploma or a high school equivalency certificate,3
59,Female,Saskatchewan,Less than high school diploma or its equivalent,1
59,Female,Saskatchewan,University certificate or diploma below the bachelor's level,2
59,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
59,Male,Alberta,"College, CEGEP or other non-university certificate or di...",6
59,Male,Alberta,High school diploma or a high school equivalency certificate,3
59,Male,Alberta,Less than high school diploma or its equivalent,4
59,Male,Alberta,University certificate or diploma below the bachelor's level,4
59,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",11
59,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",4
59,Male,British Columbia,High school diploma or a high school equivalency certificate,8
59,Male,British Columbia,Less than high school diploma or its equivalent,1
59,Male,British Columbia,University certificate or diploma below the bachelor's level,4
59,Male,British Columbia,"University certificate, diploma or degree above the bach...",1
59,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",1
59,Male,Manitoba,High school diploma or a high school equivalency certificate,4
59,Male,Manitoba,Less than high school diploma or its equivalent,2
59,Male,Manitoba,University certificate or diploma below the bachelor's level,1
59,Male,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
59,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",2
59,Male,New Brunswick,High school diploma or a high school equivalency certificate,5
59,Male,New Brunswick,Less than high school diploma or its equivalent,4
59,Male,New Brunswick,University certificate or diploma below the bachelor's level,2
59,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",1
59,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
59,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,1
59,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,1
59,Male,Nova Scotia,Less than high school diploma or its equivalent,4
59,Male,Nova Scotia,University certificate or diploma below the bachelor's level,4
59,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
59,Male,Ontario,"College, CEGEP or other non-university certificate or di...",14
59,Male,Ontario,High school diploma or a high school equivalency certificate,11
59,Male,Ontario,Less than high school diploma or its equivalent,5
59,Male,Ontario,University certificate or diploma below the bachelor's level,7
59,Male,Ontario,"University certificate, diploma or degree above the bach...",2
59,Male,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
59,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
59,Male,Prince Edward Island,Less than high school diploma or its equivalent,1
59,Male,Prince Edward Island,"University certificate, diploma or degree above the bach...",1
59,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
59,Male,Quebec,"College, CEGEP or other non-university certificate or di...",6
59,Male,Quebec,High school diploma or a high school equivalency certificate,6
59,Male,Quebec,Less than high school diploma or its equivalent,6
59,Male,Quebec,University certificate or diploma below the bachelor's level,2
59,Male,Quebec,"University certificate, diploma or degree above the bach...",3
59,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
59,Male,Saskatchewan,"College, CEGEP or other non-university certificate or di...",1
59,Male,Saskatchewan,High school diploma or a high school equivalency certificate,4
59,Male,Saskatchewan,Less than high school diploma or its equivalent,2
59,Male,Saskatchewan,University certificate or diploma below the bachelor's level,3
60,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
60,Female,Alberta,"College, CEGEP or other non-university certificate or di...",6
60,Female,Alberta,High school diploma or a high school equivalency certificate,10
60,Female,Alberta,Less than high school diploma or its equivalent,1
60,Female,Alberta,University certificate or diploma below the bachelor's level,3
60,Female,Alberta,"University certificate, diploma or degree above the bach...",2
60,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",7
60,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",7
60,Female,British Columbia,High school diploma or a high school equivalency certificate,8
60,Female,British Columbia,Less than high school diploma or its equivalent,4
60,Female,British Columbia,University certificate or diploma below the bachelor's level,2
60,Female,British Columbia,"University certificate, diploma or degree above the bach...",3
60,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
60,Female,Manitoba,"College, CEGEP or other non-university certificate or di...",5
60,Female,Manitoba,High school diploma or a high school equivalency certificate,3
60,Female,Manitoba,Less than high school diploma or its equivalent,2
60,Female,Manitoba,University certificate or diploma below the bachelor's level,3
60,Female,Manitoba,"University certificate, diploma or degree above the bach...",1
60,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
60,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",1
60,Female,New Brunswick,High school diploma or a high school equivalency certificate,7
60,Female,New Brunswick,Less than high school diploma or its equivalent,2
60,Female,New Brunswick,University certificate or diploma below the bachelor's level,5
60,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
60,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",4
60,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
60,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,1
60,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,2
60,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",1
60,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
60,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",7
60,Female,Nova Scotia,High school diploma or a high school equivalency certificate,5
60,Female,Nova Scotia,Less than high school diploma or its equivalent,3
60,Female,Nova Scotia,University certificate or diploma below the bachelor's level,3
60,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",2
60,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",8
60,Female,Ontario,"College, CEGEP or other non-university certificate or di...",22
60,Female,Ontario,High school diploma or a high school equivalency certificate,16
60,Female,Ontario,Less than high school diploma or its equivalent,6
60,Female,Ontario,University certificate or diploma below the bachelor's level,4
60,Female,Ontario,"University certificate, diploma or degree above the bach...",10
60,Female,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
60,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",5
60,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,3
60,Female,Prince Edward Island,University certificate or diploma below the bachelor's level,2
60,Female,Prince Edward Island,"University certificate, diploma or degree above the bach...",2
60,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
60,Female,Quebec,"College, CEGEP or other non-university certificate or di...",9
60,Female,Quebec,High school diploma or a high school equivalency certificate,15
60,Female,Quebec,Less than high school diploma or its equivalent,2
60,Female,Quebec,University certificate or diploma below the bachelor's level,10
60,Female,Quebec,"University certificate, diploma or degree above the bach...",3
60,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
60,Female,Saskatchewan,High school diploma or a high school equivalency certificate,2
60,Female,Saskatchewan,Less than high school diploma or its equivalent,1
60,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
60,Male,Alberta,"College, CEGEP or other non-university certificate or di...",3
60,Male,Alberta,High school diploma or a high school equivalency certificate,2
60,Male,Alberta,Less than high school diploma or its equivalent,1
60,Male,Alberta,University certificate or diploma below the bachelor's level,3
60,Male,Alberta,"University certificate, diploma or degree above the bach...",2
60,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
60,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",2
60,Male,British Columbia,High school diploma or a high school equivalency certificate,8
60,Male,British Columbia,Less than high school diploma or its equivalent,2
60,Male,British Columbia,University certificate or diploma below the bachelor's level,10
60,Male,British Columbia,"University certificate, diploma or degree above the bach...",5
60,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
60,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",2
60,Male,Manitoba,High school diploma or a high school equivalency certificate,3
60,Male,Manitoba,Less than high school diploma or its equivalent,4
60,Male,Manitoba,University certificate or diploma below the bachelor's level,1
60,Male,Manitoba,"University certificate, diploma or degree above the bach...",1
60,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",4
60,Male,New Brunswick,High school diploma or a high school equivalency certificate,3
60,Male,New Brunswick,Less than high school diploma or its equivalent,2
60,Male,New Brunswick,University certificate or diploma below the bachelor's level,2
60,Male,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
60,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",3
60,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,3
60,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,2
60,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,4
60,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
60,Male,Nova Scotia,"College, CEGEP or other non-university certificate or di...",2
60,Male,Nova Scotia,High school diploma or a high school equivalency certificate,6
60,Male,Nova Scotia,Less than high school diploma or its equivalent,4
60,Male,Nova Scotia,University certificate or diploma below the bachelor's level,3
60,Male,Nova Scotia,"University certificate, diploma or degree above the bach...",2
60,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",9
