age,sex,province,education,vote_liberal
27,Male,Quebec,"University certificate, diploma or degree above the bach...",0
23,Male,Ontario,High school diploma or a high school equivalency certificate,0
20,Female,Ontario,University certificate or diploma below the bachelor's level,0
24,Female,Ontario,High school diploma or a high school equivalency certificate,1
31,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",1
21,Male,Ontario,High school diploma or a high school equivalency certificate,0
32,Male,Saskatchewan,Less than high school diploma or its equivalent,0
19,Male,Ontario,"University certificate, diploma or degree above the bach...",0
69,Male,Quebec,"College, CEGEP or other non-university certificate or di...",0
27,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
60,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",0
26,Female,Quebec,University certificate or diploma below the bachelor's level,0
18,Male,Alberta,High school diploma or a high school equivalency certificate,0
66,Female,Ontario,Less than high school diploma or its equivalent,0
29,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
58,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
33,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
24,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
24,Male,Ontario,Less than high school diploma or its equivalent,0
63,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
65,Male,British Columbia,High school diploma or a high school equivalency certificate,1
63,Female,Quebec,"University certificate, diploma or degree above the bach...",0
59,Female,Ontario,High school diploma or a high school equivalency certificate,0
33,Female,Saskatchewan,High school diploma or a high school equivalency certificate,0
29,Male,Quebec,Less than high school diploma or its equivalent,1
34,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
22,Male,British Columbia,Less than high school diploma or its equivalent,0
34,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
69,Male,Manitoba,High school diploma or a high school equivalency certificate,0
31,Male,Alberta,High school diploma or a high school equivalency certificate,1
32,Female,Manitoba,"University certificate, diploma or degree above the bach...",1
69,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
58,Male,Quebec,High school diploma or a high school equivalency certificate,1
31,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
57,Male,Quebec,"College, CEGEP or other non-university certificate or di...",0
69,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",0
58,Male,Alberta,"College, CEGEP or other non-university certificate or di...",1
62,Male,Quebec,High school diploma or a high school equivalency certificate,1
31,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
26,Male,Alberta,"University certificate, diploma or degree above the bach...",1
18,Male,Quebec,High school diploma or a high school equivalency certificate,0
60,Female,Ontario,Less than high school diploma or its equivalent,1
29,Female,Ontario,High school diploma or a high school equivalency certificate,0
58,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
65,Female,Quebec,"College, CEGEP or other non-university certificate or di...",1
57,Male,Quebec,"University certificate, diploma or degree above the bach...",1
25,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
69,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
24,Male,British Columbia,Less than high school diploma or its equivalent,0
26,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
66,Female,Quebec,University certificate or diploma below the bachelor's level,1
34,Male,Quebec,High school diploma or a high school equivalency certificate,0
22,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
24,Female,Quebec,High school diploma or a high school equivalency certificate,0
64,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
66,Male,British Columbia,High school diploma or a high school equivalency certificate,0
70,Male,Quebec,"University certificate, diploma or degree above the bach...",0
65,Female,Ontario,High school diploma or a high school equivalency certificate,0
26,Male,Alberta,"College, CEGEP or other non-university certificate or di...",0
58,Male,Ontario,High school diploma or a high school equivalency certificate,0
28,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
31,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
27,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
19,Female,Ontario,University certificate or diploma below the bachelor's level,0
21,Female,Quebec,High school diploma or a high school equivalency certificate,0
29,Male,Ontario,"University certificate, diploma or degree above the bach...",0
24,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",1
70,Male,Ontario,High school diploma or a high school equivalency certificate,1
77,Male,British Columbia,High school diploma or a high school equivalency certificate,0
22,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
33,Male,Ontario,"University certificate, diploma or degree above the bach...",0
68,Male,Quebec,"College, CEGEP or other non-university certificate or di...",0
20,Female,Ontario,Less than high school diploma or its equivalent,1
29,Male,Quebec,High school diploma or a high school equivalency certificate,0
65,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
29,Female,Quebec,University certificate or diploma below the bachelor's level,0
20,Male,Quebec,University certificate or diploma below the bachelor's level,0
30,Female,British Columbia,High school diploma or a high school equivalency certificate,0
19,Female,Quebec,University certificate or diploma below the bachelor's level,0
26,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
29,Male,Quebec,"University certificate, diploma or degree above the bach...",1
22,Female,Saskatchewan,Less than high school diploma or its equivalent,0
22,Female,Manitoba,Less than high school diploma or its equivalent,0
64,Female,Saskatchewan,High school diploma or a high school equivalency certificate,1
30,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
73,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
23,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
32,Female,Alberta,University certificate or diploma below the bachelor's level,1
35,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
38,Male,Alberta,University certificate or diploma below the bachelor's level,1
45,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
42,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
29,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
39,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
29,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
46,Male,Ontario,High school diploma or a high school equivalency certificate,0
43,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
48,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
48,Female,Quebec,High school diploma or a high school equivalency certificate,0
73,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",0
35,Female,Ontario,"University certificate, diploma or degree above the bach...",0
53,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
37,Male,Quebec,"College, CEGEP or other non-university certificate or di...",1
35,Female,Quebec,"College, CEGEP or other non-university certificate or di...",0
62,Female,Quebec,High school diploma or a high school equivalency certificate,0
53,Female,Alberta,"College, CEGEP or other non-university certificate or di...",1
68,Female,Ontario,High school diploma or a high school equivalency certificate,1
59,Female,Quebec,High school diploma or a high school equivalency certificate,0
30,Male,Ontario,University certificate or diploma below the bachelor's level,1
53,Female,Quebec,"College, CEGEP or other non-university certificate or di...",1
26,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",0
52,Female,Quebec,Less than high school diploma or its equivalent,0
57,Female,Quebec,"College, CEGEP or other non-university certificate or di...",0
43,Male,Nova Scotia,"College, CEGEP or other non-university certificate or di...",0
37,Male,British Columbia,University certificate or diploma below the bachelor's level,0
41,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
47,Male,Ontario,High school diploma or a high school equivalency certificate,0
42,Female,Quebec,"College, CEGEP or other non-university certificate or di...",0
70,Female,Quebec,University certificate or diploma below the bachelor's level,0
24,Female,Ontario,"College, CEGEP or other non-university certificate or di...",1
33,Female,Quebec,High school diploma or a high school equivalency certificate,0
31,Female,Quebec,High school diploma or a high school equivalency certificate,1
33,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
29,Female,Quebec,"College, CEGEP or other non-university certificate or di...",1
77,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
36,Female,Quebec,"College, CEGEP or other non-university certificate or di...",1
35,Female,Alberta,University certificate or diploma below the bachelor's level,0
30,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
18,Male,Quebec,High school diploma or a high school equivalency certificate,0
35,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
54,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
33,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
43,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
23,Male,Quebec,High school diploma or a high school equivalency certificate,0
48,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
41,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
23,Female,Ontario,"University certificate, diploma or degree above the bach...",0
21,Male,Alberta,Less than high school diploma or its equivalent,0
29,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
42,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
28,Male,Ontario,Less than high school diploma or its equivalent,0
72,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
66,Female,Ontario,University certificate or diploma below the bachelor's level,0
26,Female,Quebec,"College, CEGEP or other non-university certificate or di...",0
22,Male,Ontario,High school diploma or a high school equivalency certificate,1
45,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
36,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
27,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
28,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
60,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,0
57,Male,Ontario,High school diploma or a high school equivalency certificate,0
58,Female,Ontario,Less than high school diploma or its equivalent,1
52,Female,Ontario,"College, CEGEP or other non-university certificate or di...",1
75,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
56,Female,Quebec,University certificate or diploma below the bachelor's level,1
99,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
25,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
19,Female,Alberta,"College, CEGEP or other non-university certificate or di...",0
46,Female,Ontario,University certificate or diploma below the bachelor's level,0
43,Female,Nova Scotia,University certificate or diploma below the bachelor's level,1
40,Male,Quebec,University certificate or diploma below the bachelor's level,0
60,Female,Quebec,"College, CEGEP or other non-university certificate or di...",0
32,Female,Ontario,University certificate or diploma below the bachelor's level,1
19,Male,Quebec,High school diploma or a high school equivalency certificate,1
63,Male,Quebec,University certificate or diploma below the bachelor's level,1
57,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
54,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
40,Male,Alberta,High school diploma or a high school equivalency certificate,0
30,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
42,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",0
78,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,0
40,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
49,Male,Alberta,"College, CEGEP or other non-university certificate or di...",0
44,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
71,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
44,Female,Manitoba,University certificate or diploma below the bachelor's level,1
56,Female,Ontario,High school diploma or a high school equivalency certificate,0
41,Female,Quebec,"College, CEGEP or other non-university certificate or di...",0
50,Female,Nova Scotia,High school diploma or a high school equivalency certificate,0
73,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",0
66,Male,Ontario,Less than high school diploma or its equivalent,1
32,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
65,Female,British Columbia,"University certificate, diploma or degree above the bach...",0
35,Male,Alberta,High school diploma or a high school equivalency certificate,0
59,Female,Saskatchewan,University certificate or diploma below the bachelor's level,0
67,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
51,Female,Ontario,"College, CEGEP or other non-university certificate or di...",1
58,Male,Ontario,High school diploma or a high school equivalency certificate,1
51,Female,Quebec,"College, CEGEP or other non-university certificate or di...",0
29,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
67,Female,British Columbia,High school diploma or a high school equivalency certificate,0
75,Male,Ontario,University certificate or diploma below the bachelor's level,0
66,Male,Alberta,"University certificate, diploma or degree above the bach...",0
19,Female,Ontario,High school diploma or a high school equivalency certificate,1
49,Male,Ontario,High school diploma or a high school equivalency certificate,1
37,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
57,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",0
24,Male,Ontario,University certificate or diploma below the bachelor's level,0
25,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
41,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
30,Female,Quebec,University certificate or diploma below the bachelor's level,0
28,Female,Ontario,University certificate or diploma below the bachelor's level,0
78,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
52,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
25,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
33,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
71,Female,Saskatchewan,"University certificate, diploma or degree above the bach...",0
56,Female,New Brunswick,High school diploma or a high school equivalency certificate,1
74,Female,Manitoba,High school diploma or a high school equivalency certificate,0
50,Female,Manitoba,"University certificate, diploma or degree above the bach...",1
32,Female,Ontario,High school diploma or a high school equivalency certificate,0
59,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
61,Male,Ontario,"University certificate, diploma or degree above the bach...",0
70,Male,Nova Scotia,High school diploma or a high school equivalency certificate,0
22,Female,Alberta,High school diploma or a high school equivalency certificate,1
34,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
59,Male,British Columbia,Less than high school diploma or its equivalent,0
68,Male,Quebec,"University certificate, diploma or degree above the bach...",1
69,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
19,Female,Ontario,High school diploma or a high school equivalency certificate,1
66,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
68,Male,Alberta,High school diploma or a high school equivalency certificate,0
91,Female,Ontario,High school diploma or a high school equivalency certificate,1
79,Male,Quebec,High school diploma or a high school equivalency certificate,1
60,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
61,Male,Quebec,High school diploma or a high school equivalency certificate,1
47,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",0
73,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
53,Female,Alberta,High school diploma or a high school equivalency certificate,0
65,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
60,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",1
51,Male,Ontario,High school diploma or a high school equivalency certificate,1
47,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
60,Female,Ontario,"College, CEGEP or other non-university certificate or di...",1
67,Female,Ontario,Less than high school diploma or its equivalent,0
74,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
44,Female,Ontario,Less than high school diploma or its equivalent,1
58,Male,Nova Scotia,"College, CEGEP or other non-university certificate or di...",1
61,Female,Quebec,University certificate or diploma below the bachelor's level,0
70,Female,Quebec,"University certificate, diploma or degree above the bach...",0
66,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",0
66,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
58,Female,Ontario,High school diploma or a high school equivalency certificate,0
22,Female,Ontario,University certificate or diploma below the bachelor's level,0
69,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
56,Female,Quebec,"College, CEGEP or other non-university certificate or di...",1
26,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
55,Male,Ontario,"University certificate, diploma or degree above the bach...",0
61,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
47,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
62,Male,British Columbia,Less than high school diploma or its equivalent,0
62,Male,Ontario,High school diploma or a high school equivalency certificate,0
47,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
57,Female,Ontario,High school diploma or a high school equivalency certificate,0
65,Female,Ontario,"College, CEGEP or other non-university certificate or di...",1
57,Male,Quebec,"College, CEGEP or other non-university certificate or di...",1
47,Male,British Columbia,University certificate or diploma below the bachelor's level,1
31,Female,Alberta,"College, CEGEP or other non-university certificate or di...",0
73,Male,British Columbia,High school diploma or a high school equivalency certificate,0
23,Male,Quebec,University certificate or diploma below the bachelor's level,1
45,Male,Alberta,"College, CEGEP or other non-university certificate or di...",1
30,Female,Ontario,High school diploma or a high school equivalency certificate,0
50,Male,Alberta,High school diploma or a high school equivalency certificate,0
65,Female,Ontario,"University certificate, diploma or degree above the bach...",1
72,Female,Ontario,High school diploma or a high school equivalency certificate,0
74,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",0
49,Male,Alberta,"College, CEGEP or other non-university certificate or di...",0
59,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
70,Male,Ontario,High school diploma or a high school equivalency certificate,0
41,Male,New Brunswick,High school diploma or a high school equivalency certificate,1
53,Female,Quebec,"University certificate, diploma or degree above the bach...",0
47,Male,Alberta,University certificate or diploma below the bachelor's level,0
20,Female,Ontario,High school diploma or a high school equivalency certificate,0
44,Female,Quebec,"College, CEGEP or other non-university certificate or di...",0
43,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",0
66,Male,Alberta,High school diploma or a high school equivalency certificate,1
37,Female,Quebec,University certificate or diploma below the bachelor's level,1
35,Male,Quebec,"University certificate, diploma or degree above the bach...",0
49,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
65,Male,Alberta,"College, CEGEP or other non-university certificate or di...",0
66,Female,Ontario,High school diploma or a high school equivalency certificate,1
37,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
68,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
28,Female,Quebec,"College, CEGEP or other non-university certificate or di...",0
26,Female,Ontario,University certificate or diploma below the bachelor's level,0
41,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
58,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
43,Female,New Brunswick,High school diploma or a high school equivalency certificate,0
50,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
54,Male,Quebec,"College, CEGEP or other non-university certificate or di...",0
67,Male,Saskatchewan,High school diploma or a high school equivalency certificate,0
40,Male,Nova Scotia,High school diploma or a high school equivalency certificate,1
68,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
65,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
36,Male,Alberta,"College, CEGEP or other non-university certificate or di...",0
34,Male,Ontario,University certificate or diploma below the bachelor's level,1
50,Female,Quebec,University certificate or diploma below the bachelor's level,0
49,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
30,Female,Alberta,"College, CEGEP or other non-university certificate or di...",0
73,Male,Ontario,High school diploma or a high school equivalency certificate,1
30,Male,Alberta,"University certificate, diploma or degree above the bach...",0
40,Female,Nova Scotia,High school diploma or a high school equivalency certificate,1
51,Female,Quebec,University certificate or diploma below the bachelor's level,0
38,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
59,Female,Ontario,"College, CEGEP or other non-university certificate or di...",1
68,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
36,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
62,Male,Manitoba,High school diploma or a high school equivalency certificate,0
49,Female,British Columbia,University certificate or diploma below the bachelor's level,1
84,Male,Ontario,University certificate or diploma below the bachelor's level,0
43,Female,Quebec,High school diploma or a high school equivalency certificate,0
77,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
69,Female,British Columbia,Less than high school diploma or its equivalent,0
50,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
75,Male,British Columbia,High school diploma or a high school equivalency certificate,1
80,Female,British Columbia,University certificate or diploma below the bachelor's level,0
63,Female,Ontario,High school diploma or a high school equivalency certificate,0
22,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",0
70,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
69,Female,Alberta,"College, CEGEP or other non-university certificate or di...",0
63,Male,Ontario,High school diploma or a high school equivalency certificate,1
70,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
63,Female,Ontario,"University certificate, diploma or degree above the bach...",1
69,Male,Quebec,High school diploma or a high school equivalency certificate,1
38,Male,Ontario,High school diploma or a high school equivalency certificate,1
38,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
31,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
74,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",1
57,Female,Alberta,"University certificate, diploma or degree above the bach...",1
73,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
60,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",1
62,Male,Quebec,High school diploma or a high school equivalency certificate,0
62,Female,British Columbia,"University certificate, diploma or degree above the bach...",0
28,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
71,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
34,Female,British Columbia,High school diploma or a high school equivalency certificate,0
66,Male,Ontario,"College, CEGEP or other non-university certificate or di...",1
46,Female,Ontario,"University certificate, diploma or degree above the bach...",1
52,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
61,Male,Ontario,"University certificate, diploma or degree above the bach...",0
52,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
52,Female,Alberta,High school diploma or a high school equivalency certificate,0
23,Female,British Columbia,Less than high school diploma or its equivalent,1
24,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
64,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
33,Female,Alberta,"College, CEGEP or other non-university certificate or di...",0
38,Male,Ontario,High school diploma or a high school equivalency certificate,0
29,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
62,Male,Ontario,High school diploma or a high school equivalency certificate,1
30,Female,Ontario,"University certificate, diploma or degree above the bach...",1
64,Male,Quebec,University certificate or diploma below the bachelor's level,0
54,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
60,Male,Alberta,"University certificate, diploma or degree above the bach...",0
63,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",0
60,Male,Quebec,University certificate or diploma below the bachelor's level,0
67,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
24,Female,British Columbia,High school diploma or a high school equivalency certificate,0
59,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",1
40,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
65,Female,Alberta,High school diploma or a high school equivalency certificate,0
73,Female,Quebec,"College, CEGEP or other non-university certificate or di...",1
62,Female,Ontario,High school diploma or a high school equivalency certificate,0
39,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
68,Female,Ontario,High school diploma or a high school equivalency certificate,0
27,Female,Quebec,High school diploma or a high school equivalency certificate,1
19,Female,New Brunswick,High school diploma or a high school equivalency certificate,0
47,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
54,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
31,Female,Alberta,Less than high school diploma or its equivalent,0
29,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
26,Female,Ontario,"University certificate, diploma or degree above the bach...",1
33,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,1
36,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
54,Female,New Brunswick,University certificate or diploma below the bachelor's level,1
47,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
29,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
52,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
33,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
63,Female,Quebec,High school diploma or a high school equivalency certificate,0
70,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
39,Female,British Columbia,High school diploma or a high school equivalency certificate,0
37,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",1
67,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
62,Female,Alberta,"College, CEGEP or other non-university certificate or di...",0
41,Female,Alberta,High school diploma or a high school equivalency certificate,0
20,Male,Ontario,University certificate or diploma below the bachelor's level,1
73,Male,Alberta,"College, CEGEP or other non-university certificate or di...",0
34,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",0
66,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
43,Female,British Columbia,High school diploma or a high school equivalency certificate,1
69,Male,Ontario,High school diploma or a high school equivalency certificate,1
56,Female,Alberta,High school diploma or a high school equivalency certificate,0
70,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
41,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
64,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
66,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
61,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
56,Female,Alberta,"College, CEGEP or other non-university certificate or di...",0
65,Male,Saskatchewan,University certificate or diploma below the bachelor's level,0
53,Female,Ontario,High school diploma or a high school equivalency certificate,1
58,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
36,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
47,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
65,Female,Saskatchewan,University certificate or diploma below the bachelor's level,0
72,Male,British Columbia,"University certificate, diploma or degree above the bach...",0
41,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
67,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
71,Male,Ontario,"University certificate, diploma or degree above the bach...",1
57,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
51,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
